Date,Open,High,Low,Close,Adj Close,Volume
01/04/2021,220.25,220.25,214.24000549316406,217.75999450683594,212.71664428710938,10318300
01/05/2021,216.30999755859375,218.4600067138672,213.63999938964844,214.50999450683594,209.54188537597656,6869700
01/06/2021,213.8000030517578,216.1699981689453,212.07000732421875,212.6199951171875,207.6956787109375,7206200
01/07/2021,212.1999969482422,215.22000122070312,212.1999969482422,213.80999755859375,208.85813903808594,10967900
01/08/2021,214.1699981689453,216.1199951171875,212.75,215.4499969482422,210.4601287841797,6513000
01/11/2021,213.9600067138672,214.86000061035156,212.47999572753906,212.88999938964844,207.95945739746094,7353100
01/12/2021,212.33999633789062,212.7899932861328,207.47000122070312,208.86000061035156,204.02276611328125,9331600
01/13/2021,209.41000366210938,211.0,208.6300048828125,209.35000610351562,204.5014190673828,6688500
01/14/2021,210.57000732421875,211.2100067138672,201.72999572753906,201.86000061035156,197.18487548828125,12887500
01/15/2021,201.5399932861328,203.25999450683594,200.42999267578125,201.58999633789062,196.92115783691406,8755000
01/19/2021,203.0500030517578,204.1699981689453,200.07000732421875,201.66000366210938,196.9895477294922,9772000
01/20/2021,203.02999877929688,207.19000244140625,202.22999572753906,206.00999450683594,201.23876953125,12675700
01/21/2021,206.0500030517578,207.1699981689453,204.75,205.13999938964844,200.38893127441406,6513500
01/22/2021,203.99000549316406,205.3300018310547,201.8000030517578,202.02000427246094,197.34117126464844,7316200
01/25/2021,200.33999633789062,201.63999938964844,195.75,200.97999572753906,196.32525634765625,19282400
01/26/2021,201.75999450683594,203.49000549316406,200.97000122070312,202.00999450683594,197.33140563964844,9605300
01/27/2021,197.63999938964844,199.6999969482422,193.9600067138672,194.97000122070312,190.4544677734375,13772400
01/28/2021,200.0,202.0,198.1699981689453,198.22000122070312,193.62916564941406,11041300
01/29/2021,197.82000732421875,203.0500030517578,192.80999755859375,193.25,188.7742919921875,21503000
02/01/2021,195.13999938964844,199.2100067138672,195.02000427246094,198.36000061035156,193.7659454345703,12970700
02/02/2021,200.85000610351562,204.35000610351562,200.0,202.61000061035156,197.9175262451172,11305100
02/03/2021,203.07000732421875,203.50999450683594,200.97999572753906,201.36000061035156,196.69647216796875,13458600
02/04/2021,203.24000549316406,209.67999267578125,203.10000610351562,209.25,204.4037322998047,14534800
02/05/2021,209.97999572753906,210.1300048828125,208.66000366210938,208.77000427246094,203.93484497070312,10284000
02/08/2021,210.0,210.64999389648438,205.91000366210938,206.88999938964844,202.09840393066406,8637100
02/09/2021,205.75999450683594,207.6300048828125,203.6999969482422,206.52000427246094,201.73696899414062,7619400
02/10/2021,207.97000122070312,207.97000122070312,205.94000244140625,206.44000244140625,201.6588134765625,8467600
02/11/2021,207.3300018310547,211.58999633789062,207.19000244140625,210.66000366210938,206.1005401611328,8411100
02/12/2021,209.36000061035156,211.1300048828125,207.67999267578125,209.9600067138672,205.41567993164062,6911000
02/16/2021,210.66000366210938,211.0500030517578,207.35000610351562,207.89999389648438,203.40028381347656,9652700
02/17/2021,205.25999450683594,208.27999877929688,205.05999755859375,207.50999450683594,203.01870727539062,8373200
02/18/2021,205.8800048828125,209.6999969482422,204.9600067138672,209.35000610351562,204.8188934326172,7328600
02/19/2021,209.33999633789062,209.52999877929688,203.75999450683594,204.72999572753906,200.2988739013672,15011500
02/22/2021,203.5500030517578,210.64999389648438,203.11000061035156,208.32000732421875,203.81118774414062,8337700
02/23/2021,207.39999389648438,213.91000366210938,206.5500030517578,212.11000061035156,207.5191650390625,10571700
02/24/2021,212.36000061035156,220.52999877929688,211.2899932861328,219.42999267578125,214.68069458007812,12039000
02/25/2021,219.2899932861328,220.4499969482422,212.5800018310547,213.75,209.12368774414062,11404300
02/26/2021,214.0500030517578,215.2100067138672,210.74000549316406,212.38999938964844,207.79310607910156,11730000
03/01/2021,214.97000122070312,217.8000030517578,214.7899932861328,216.6300048828125,211.94134521484375,6982000
03/02/2021,216.9600067138672,217.92999267578125,214.82000732421875,215.77000427246094,211.09994506835938,6155200
03/03/2021,215.14999389648438,217.19000244140625,212.86000061035156,214.85000610351562,210.1998748779297,6484600
03/04/2021,215.97000122070312,217.02000427246094,208.6699981689453,211.5,206.92236328125,10658900
03/05/2021,213.72999572753906,216.10000610351562,209.6300048828125,215.41000366210938,210.7477569580078,7582000
