Date,Open,High,Low,Close,Adj Close,Volume
01/04/2021,78.24427795410156,78.33015441894531,76.22137451171875,77.25190734863281,70.25731658935547,10502637
01/05/2021,76.97518920898438,77.6717529296875,76.25,77.385498046875,70.37882995605469,10956526
01/06/2021,76.88931274414062,78.95037841796875,76.63167572021484,78.60687255859375,71.48960876464844,10521396
01/07/2021,78.76908111572266,80.50572204589844,78.31106567382812,80.1717529296875,72.91279602050781,10447931
01/08/2021,80.50572204589844,80.50572204589844,78.76908111572266,79.22709655761719,72.05366516113281,9563105
01/11/2021,79.67557525634766,81.67938995361328,79.43701934814453,81.10687255859375,73.76323699951172,13488179
01/12/2021,81.22137451171875,81.2404556274414,78.76908111572266,79.28434753417969,72.10574340820312,10128606
01/13/2021,79.55152893066406,79.55152893066406,78.4542007446289,78.5687026977539,71.45488739013672,10093812
01/14/2021,78.64503479003906,79.00763702392578,78.12976837158203,78.40648651123047,71.30736541748047,11366398
01/15/2021,78.09160614013672,79.67557525634766,77.82442474365234,79.56106567382812,72.35741424560547,10203538
01/19/2021,79.74236297607422,80.0572509765625,78.8740463256836,79.37976837158203,72.1925277709961,8467316
01/20/2021,79.43701934814453,79.72328186035156,78.50190734863281,78.6832046508789,71.55901336669922,11097901
01/21/2021,78.06298065185547,78.53053283691406,77.25190734863281,77.46183013916016,70.4482421875,9043716
01/22/2021,77.18511199951172,77.70037841796875,77.06106567382812,77.27098846435547,70.27468872070312,9436926
01/25/2021,77.01335906982422,77.47137451171875,76.39312744140625,77.4332046508789,70.42221069335938,9957677
01/26/2021,77.4332046508789,77.4332046508789,76.45992279052734,76.57442474365234,69.64117431640625,7748283
01/27/2021,76.2022933959961,76.40267181396484,73.32061004638672,73.54007720947266,66.88157653808594,16230376
01/28/2021,73.54962158203125,74.91412353515625,73.54007720947266,74.35114288330078,67.61920166015625,12972039
01/29/2021,74.41793823242188,74.78053283691406,72.89122009277344,73.54007720947266,66.88157653808594,10671470
02/01/2021,74.41793823242188,74.74236297607422,73.7977066040039,73.8167953491211,67.13323211669922,8224599
02/02/2021,74.22709655761719,75.30534362792969,74.14122009277344,74.20801544189453,67.4890365600586,9866710
02/03/2021,74.08396911621094,74.57061004638672,73.61640930175781,73.77862548828125,67.09851837158203,10034810
02/04/2021,73.44465637207031,73.48282623291016,72.08015441894531,72.5477066040039,65.97904205322266,18867563
02/05/2021,72.92938995361328,73.4542007446289,71.95610809326172,72.3282470703125,65.77944946289062,13901825
02/08/2021,72.3759536743164,72.70037841796875,71.2404556274414,71.6030502319336,65.11992645263672,16718534
02/09/2021,71.6603012084961,71.72709655761719,70.9542007446289,71.6030502319336,65.11992645263672,13484616
02/10/2021,71.87023162841797,71.92748260498047,71.1259536743164,71.45992279052734,64.98976135253906,11721566
02/11/2021,71.38359069824219,71.6603012084961,70.83015441894531,71.3167953491211,64.85960388183594,8780982
02/12/2021,71.2977066040039,71.66984558105469,71.1259536743164,71.56488800048828,65.08521270751953,6738116
02/16/2021,71.91793823242188,71.97518920898438,70.65839385986328,70.84923553466797,64.43436431884766,9734453
02/17/2021,71.04962158203125,72.57633972167969,70.96373748779297,72.08015441894531,65.5538330078125,13876463
02/18/2021,71.82251739501953,72.40457916259766,71.6030502319336,71.95610809326172,65.44103240966797,10004627
02/19/2021,71.98473358154297,72.05152893066406,70.85877990722656,70.90648651123047,64.48643493652344,12388198
02/22/2021,71.08778381347656,71.62213897705078,70.3530502319336,71.49809265136719,65.02445983886719,8612464
02/23/2021,71.84160614013672,72.48091888427734,71.04962158203125,71.1259536743164,64.68603515625,10900458
02/24/2021,71.3740463256836,71.82251739501953,70.98282623291016,71.15457916259766,64.71206665039062,9838834
02/25/2021,70.81106567382812,71.56488800048828,70.68701934814453,71.2022933959961,64.7554702758789,10906955
02/26/2021,71.03053283691406,71.28816986083984,69.21755981445312,69.29389190673828,63.019840240478516,17644862
03/01/2021,69.85687255859375,70.02862548828125,68.8740463256836,69.06488800048828,62.811580657958984,12594864
03/02/2021,69.50381469726562,70.1240463256836,69.08396911621094,69.51335906982422,63.21944046020508,16047290
03/03/2021,69.48473358154297,70.3530502319336,69.1030502319336,69.9427490234375,63.609962463378906,13939972
03/04/2021,69.8282470703125,69.96183013916016,68.43511199951172,68.864501953125,62.629337310791016,15975188
03/05/2021,69.18893432617188,70.0477066040039,68.71183013916016,69.78053283691406,63.46243667602539,12241164
03/08/2021,70.96373748779297,72.09923553466797,70.03816986083984,70.77290344238281,64.36494445800781,15391347
03/09/2021,71.14503479003906,72.00381469726562,70.73473358154297,70.74427795410156,64.33892059326172,14189920
03/10/2021,71.33587646484375,71.78434753417969,70.70610809326172,71.33587646484375,64.876953125,12827310
03/11/2021,71.45992279052734,71.90839385986328,71.17366027832031,71.21183013916016,64.76412200927734,13205324
03/12/2021,70.63931274414062,71.45992279052734,70.60114288330078,71.1832046508789,65.30689239501953,11493940
03/15/2021,72.04198455810547,73.05343627929688,71.64122009277344,72.7385482788086,66.73383331298828,17999295
03/16/2021,72.66221618652344,73.635498046875,72.65267181396484,73.29198455810547,67.24159240722656,15697887
03/17/2021,73.21565246582031,73.95037841796875,72.4904556274414,73.7595443725586,67.67054748535156,17533878
03/18/2021,73.72137451171875,74.60877990722656,73.67366027832031,73.73091888427734,67.64429473876953,14274179
03/19/2021,73.71183013916016,74.66603088378906,72.53816986083984,73.95992279052734,67.85438537597656,58225203
03/22/2021,72.3282470703125,74.42748260498047,72.08015441894531,73.95992279052734,67.85438537597656,11352879
03/23/2021,73.55915832519531,73.77862548828125,72.5477066040039,72.77671813964844,66.76886749267578,11651245
03/24/2021,72.58587646484375,73.16793823242188,72.4332046508789,72.74809265136719,66.74260711669922,9135416
03/25/2021,72.91984558105469,73.10114288330078,71.86068725585938,72.58587646484375,66.5937728881836,10700918
03/26/2021,72.66221618652344,73.9217529296875,72.3759536743164,73.84542083740234,67.74935150146484,10389767
03/29/2021,73.77862548828125,74.9522933959961,73.635498046875,74.71373748779297,68.54597473144531,11448562
03/30/2021,74.42748260498047,74.50381469726562,73.27290344238281,73.43511199951172,67.37289428710938,10123366
03/31/2021,73.5687026977539,74.13167572021484,73.12976837158203,73.55915832519531,67.4867172241211,13598219
04/01/2021,73.6259536743164,73.91221618652344,73.30152893066406,73.55915832519531,67.4867172241211,9121373
04/05/2021,73.96946716308594,74.34160614013672,73.26335906982422,73.47328186035156,67.40792846679688,9828144
04/06/2021,73.38740539550781,73.41603088378906,72.17557525634766,72.3187026977539,66.34866333007812,13394698
04/07/2021,72.59542083740234,72.90076446533203,72.25190734863281,72.63359069824219,66.63754272460938,8970566
04/08/2021,72.59542083740234,72.90076446533203,71.83206176757812,72.03244018554688,66.08602142333984,12007984
04/09/2021,72.05152893066406,72.88167572021484,71.97518920898438,72.81488800048828,66.80387115478516,8177439
04/12/2021,72.87213897705078,73.09160614013672,72.5,72.72901153564453,66.72509002685547,9970672
04/13/2021,72.4904556274414,73.24427795410156,72.39503479003906,72.92938995361328,66.90892028808594,8627346
04/14/2021,72.80534362792969,73.27290344238281,72.53816986083984,72.90076446533203,66.88265991210938,8415545
04/15/2021,72.5667953491211,73.78816986083984,72.5667953491211,73.14885711669922,67.11026000976562,14541734
04/16/2021,73.71183013916016,74.18893432617188,73.30152893066406,73.9217529296875,67.81936645507812,12512806
04/19/2021,74.14122009277344,74.22709655761719,73.44465637207031,74.1030502319336,67.98570251464844,8536903
04/20/2021,74.12213897705078,75.51526641845703,74.12213897705078,74.97137451171875,68.7823486328125,11009345
04/21/2021,75.31488800048828,75.84923553466797,75.0667953491211,75.60114288330078,69.36011505126953,11817248
04/22/2021,75.38167572021484,75.43893432617188,74.00763702392578,74.38931274414062,68.2483139038086,13330560
04/23/2021,74.29389190673828,74.61832427978516,73.91221618652344,74.31298065185547,68.17829895019531,8598840
04/26/2021,74.29389190673828,74.34160614013672,73.7595443725586,73.97901153564453,67.87189483642578,7834219
04/27/2021,73.8740463256836,74.37023162841797,73.6832046508789,73.8167953491211,67.72307586669922,9095802
04/28/2021,74.05534362792969,74.45610809326172,73.3396987915039,73.55915832519531,67.4867172241211,11628398
04/29/2021,72.04198455810547,72.27098846435547,69.51335906982422,70.30534362792969,64.50150299072266,30602753
04/30/2021,70.20992279052734,71.64122009277344,70.114501953125,71.08778381347656,65.21935272216797,18052114
05/03/2021,70.85877990722656,72.53816986083984,70.82061004638672,72.5,66.51498413085938,12543302
05/04/2021,72.59542083740234,72.96755981445312,72.07061004638672,72.5095443725586,66.52375030517578,10418587
05/05/2021,72.614501953125,74.16984558105469,72.27098846435547,74.14122009277344,68.0207290649414,16795143
05/06/2021,73.89312744140625,74.29389190673828,73.17748260498047,74.21755981445312,68.09075927734375,12871641
05/07/2021,74.43701934814453,75.0572509765625,74.32251739501953,74.8187026977539,68.64227294921875,12237496
05/10/2021,75.20992279052734,75.55343627929688,74.58015441894531,74.5896987915039,68.43217468261719,10939758
05/11/2021,74.26526641845703,75.0572509765625,73.61640930175781,73.91221618652344,67.81062316894531,12148102
05/12/2021,74.15076446533203,74.9332046508789,73.7595443725586,74.42748260498047,68.28335571289062,13379711
05/13/2021,74.32251739501953,75.37213897705078,74.08396911621094,75.08587646484375,68.88739776611328,10830451
05/14/2021,75.43893432617188,75.52481079101562,74.63740539550781,74.7042007446289,68.5372314453125,8273122
05/17/2021,75.0667953491211,76.49809265136719,74.9904556274414,76.21183013916016,69.92039489746094,12532508
05/18/2021,75.70610809326172,76.14503479003906,75.27671813964844,75.74427795410156,69.4914321899414,7943106
05/19/2021,75.31488800048828,75.76335906982422,74.37976837158203,75.72518920898438,69.47393035888672,9132796
05/20/2021,75.31488800048828,76.32633972167969,75.28626251220703,76.0114517211914,69.73655700683594,7345222
